,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"MT. MOON
ARCHER",,Glimmet,,,,,Houndour,,,,,Mightyena,,,,,,,,,,,,,,,,,,
,,,,Trick Room,,,,,Earthquake,,,,,Sucker Punch,,,,,Sucker Punch,,,,,,,,,,,,,
,,,,Psychic,,,,,Rock Blast,,,,,Night Slash,,,,,Iron Head,,,,,,,,,,,,,
,,,,Dazz. Gleam,,,,,Ice Punch,,,,,Drill Peck,,,,,Play Rough,,,,,,,,,,,,,
,,,,Mystical Fire,,,,,Heat Crash,,,,,Superpower,,,,,Swords Dance,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,,,,,,,,,
,,,,HP,57,,252,,HP,115,,252,,HP,100,,6,,HP,50,,252,,,,,,,,,,
,,,,ATK,90,,,,ATK,140,,252,,ATK,125,,252,,ATK,105,,252,,,,,,,,,,
,,,,DEF,95,,,,DEF,130,,,,DEF,52,,,,DEF,125,,,,,,,,,,,,
,,,,SPA,136,,252,,SPA,55,,,,SPA,105,,,,SPA,55,,,,,,,,,,,,
,,,,SPD,103,,,,SPD,55,,,,SPD,52,,,,SPD,95,,,,,,,,,,,,
,,,,SPE,29,,6,,SPE,40,,6,,SPE,96,,252,,SPE,50,,6,,,,,,,,,,
,,,,SPEED STAT:,,,74,,SPEED STAT:,,,92,,SPEED STAT:,,,250,,SPEED STAT:,,,109,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"BATTLE EFFECT: DOUBLES WITH PARTNER LANCE, MEWTWO MEGA EVOLVES AFTER FAINTING FOR 1ST TIME",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"CERULEA. CAVE
GIOVANNI",,Tapu Lele,,,,,Scrafty,,,,,Excadrill,,,,,Tyranitar,,,,,Celesteela,,,,,Mewtwo-MegaY,,,
,,,,80,,,,,80,,,,,80,,,,,80,,,,,80,,,,,80,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Adamant,,,,,Adamant,,,,,Careful,,,,,Modest,,,,,Timid,,,
,,,,Psychic Surge,,,,,Intimidate,,,,,Sand Force,,,,,Sand Stream,,,,,Beast Boost,,,,,"Unnerve
Insomnia",,,
,,,,Terrain Extend.,,,,,Psychic Seed,,,,,Focus Sash,,,,,Assault Vest,,,,,Power Herb,,,,,No Item,,,X
,,,,Moonblast,,,,,Roar,,,,,High Horsep.,,,,,High Horsep.,,,,,Autotomize,,,,,Expand. Force,,,
,,,,Psychic,,,,,Knock Off,,,,,Iron Head,,,,,Knock Off,,,,,Meteor Beam,,,,,Soul Robbery,,,
,,,,Thunderbolt,,,,,Drain Punch,,,,,Rock Slide,,,,,Rock Slide,,,,,Flamethrower,,,,,Aura Sphere,,,
,,,,Aura Sphere,,,,,Ice Punch,,,,,Swords Dance,,,,,Fire Punch,,,,,Air Slash,,,,,Flamethrower,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,70,,4,,HP,65,,252,,HP,110,,4,,HP,100,,252,,HP,97,,4,,HP,106,,4
,,,,ATK,85,,,,ATK,90,,252,,ATK,135,,252,,ATK,134,,4,,ATK,101,,,,ATK,150,,
,,,,DEF,75,,,,DEF,115,,4,,DEF,60,,,,DEF,110,,,,DEF,103,,,,DEF,70,,
,,,,SPA,130,,252,,SPA,45,,,,SPA,50,,,,SPA,95,,,,SPA,107,,252,,SPA,194,,252
,,,,SPD,115,,,,SPD,115,,,,SPD,65,,,,SPD,100,,252,,SPD,101,,,,SPD,120,,
,,,,SPE,95,,252,,SPE,58,,,,SPE,88,,252,,SPE,61,,,,SPE,61,,252,,SPE,140,,252
,,,,SPEED STAT:,,,255,,SPEED STAT:,,,122,,SPEED STAT:,,,221,,SPEED STAT:,,,127,,SPEED STAT:,,,177,,SPEED STAT:,,,334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"PARTNER
LANCE",,Dragapult,,,,,Dialga,,,,,Salamence-Mega,,,,,,,,,,,,,,,,,,
,,,,83,,,,,83,,,,,82,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hasty,,,,,Modest,,,,,Hasty,,,,,,,,,,,,,,,,,,
,,,,Clear Body,,,,,Telepathy,,,,,"Intimidate
Aerilate",,,,,,,,,,,,,,,,,,
,,,,Spell Tag,,,,,Assault Vest,,,,,Salamencite,,,,,,,,,,,,,,,,,,
,,,,Spirit Shackle,,,,,Dragon Pulse,,,,,Double-Edge,,,,,,,,,,,,,,,,,,
,,,,Dragon Darts,,,,,Flash Cannon,,,,,Aqua Tail,,,,,,,,,,,,,,,,,,
,,,,Flamethrower,,,,,Body Press,,,,,Flamethrower,,,,,,,,,,,,,,,,,,
,,,,Thunderbolt,,,,,Flamethrower ,,,,,Hyper Voice,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,,,,,,,,,,,,,,
,,,,HP,88,,,,HP,100,,252,,HP,95,,,,,,,,,,,,,,,,,
,,,,ATK,120,,252,,ATK,120,,,,ATK,145,,252,,,,,,,,,,,,,,,
,,,,DEF,75,,,,DEF,120,,4,,DEF,130,,,,,,,,,,,,,,,,,
,,,,SPA,100,,,,SPA,150,,36,,SPA,120,,4,,,,,,,,,,,,,,,
,,,,SPD,75,,68,,SPD,100,,216,,SPD,90,,,,,,,,,,,,,,,,,
,,,,SPE,142,,188,,SPE,90,,,,SPE,120,,252,,,,,,,,,,,,,,,
,,,,SPEED STAT:,,,335,,SPEED STAT:,,,180,,SPEED STAT:,,,305,,,,,,,,,,,,,,,
