,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Close Combat,,,,,Zen Headbutt,,,,,Parab. Charge,,,,,Dark Hole,,,,,Sludge Wave,,,,,-,,,
,,,,Triple Axel,,,,,Fire Punch,,,,,Dragon Pulse,,,,,Heat Wave,,,,,Flamethrower,,,,,-,,,
,,,,Poison Jab,,,,,Meteor Mash,,,,,HP Fire,,,,,Sucker Punch,,,,,Dyna. Cannon,,,,,-,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,71,,,,HP,80,,,,HP,100,,,,HP,126,,252,,HP,140,,,,HP,48,,252
,,,,ATK,137,,252,,ATK,145,,252,,ATK,85,,,,ATK,131,,,,ATK,85,,,,ATK,48,,
,,,,DEF,37,,4,,DEF,150,,4,,DEF,100,,4,,DEF,95,,,,DEF,95,,4,,DEF,48,,4
,,,,SPA,137,,,,SPA,105,,,,SPA,135,,252,,SPA,131,,252,,SPA,145,,252,,SPA,48,,
,,,,SPD,37,,,,SPD,110,,,,SPD,115,,,,SPD,98,,4,,SPD,95,,,,SPD,48,,
,,,,SPE,151,,252,,SPE,110,,252,,SPE,135,,252,,SPE,99,,,,SPE,130,,252,,SPE,48,,252
,,,,SPEED STAT:,,,375,,SPEED STAT:,,,298,,SPEED STAT:,,,344,,SPEED STAT:,,,199,,SPEED STAT:,,,335,,SPEED STAT:,,,273
,,,,1 B. BOOST:,,,562,,,,,,,,,,,,,,,,,,,,,,TRANSFORM:,,,N/A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IF RIVAL HAS BULBASAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"CHAMPION
RIVAL",,Pheromosa,,,,,Metagross-Mega,,,,,Miraidon,,,,,Yveltal,,,,,Eternatus,,,,,Ditto,,,
,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,,,85,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Jolly,,,,,Timid,,,,,Modest,,,,,Timid,,,,,Timid,,,
,,,,Beast Boost,,,,,Tough Claws (Both),,,,,Hadron Engine,,,,,Dark Aura,,,,,Pressure,,,,,Imposter,,,
,,,,Focus Sash,,,,,Metagrossite,,,,,Leftovers,,,,,Assault Vest,,,,,Power Herb,,,,,Choice Scarf,,,
,,,,U-Turn,,,,,Bullet Punch,,,,,Calm Mind,,,,,Oblivion Wing,,,,,Meteor Beam,,,,,Transform,,,
,,,,Close Combat,,,,,Zen Headbutt,,,,,Electro Drift,,,,,Dark Hole,,,,,Sludge Wave,,,,,-,,,
,,,,Triple Axel,,,,,Fire Punch,,,,,Dragon Pulse,,,,,Heat Wave,,,,,Flamethrower,,,,,-,,,
,,,,Poison Jab,,,,,Meteor Mash,,,,,HP Fire,,,,,Sucker Punch,,,,,Dyna. Cannon,,,,,-,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs,,BASE STATS,,,EVs
,,,,HP,71,,,,HP,80,,,,HP,100,,,,HP,126,,252,,HP,140,,,,HP,48,,252
,,,,ATK,137,,252,,ATK,145,,252,,ATK,85,,,,ATK,131,,,,ATK,85,,,,ATK,48,,
,,,,DEF,37,,4,,DEF,150,,4,,DEF,100,,4,,DEF,95,,4,,DEF,95,,4,,DEF,48,,4
,,,,SPA,137,,,,SPA,105,,,,SPA,135,,252,,SPA,131,,252,,SPA,145,,252,,SPA,48,,
,,,,SPD,37,,,,SPD,110,,,,SPD,115,,,,SPD,98,,,,SPD,95,,,,SPD,48,,
,,,,SPE,151,,252,,SPE,110,,252,,SPE,135,,252,,SPE,99,,,,SPE,130,,252,,SPE,48,,252
,,,,SPEED STAT:,,,375,,SPEED STAT:,,,298,,SPEED STAT:,,,344,,SPEED STAT:,,,199,,SPEED STAT:,,,335,,SPEED STAT:,,,273
,,,,1 B. BOOST:,,,562,,,,,,,,,,,,,,,,,,,,,,TRANSFORM:,,,N/A
